TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
2.498	274.000	90.113	-1.119	0.451
2.698	274.000	89.745	-1.108	0.483
2.799	274.000	81.102	-1.103	0.476
2.999	274.000	69.272	-1.102	0.475
3.199	274.000	57.899	-1.135	0.480
3.399	274.000	46.565	-1.120	0.491
3.599	274.000	35.090	-1.115	0.495
3.799	274.000	23.851	-1.102	0.500
3.999	274.000	11.786	-1.093	0.492
4.198	274.000	1.168	-1.087	0.492
4.299	274.000	0.927	-1.106	0.476
4.498	274.000	1.175	-1.099	0.475
4.698	274.000	8.649	-1.119	0.473
4.899	274.000	19.564	-1.106	0.473
5.099	274.000	30.950	-1.128	0.465
5.299	274.000	43.028	-1.130	0.484
5.499	274.000	54.718	-1.136	0.477
5.599	274.000	64.897	-1.101	0.498
5.798	274.000	76.308	-1.108	0.510
5.999	274.000	87.719	-1.105	0.483
6.199	274.000	90.069	-1.112	0.487
6.398	274.000	90.043	-1.105	0.471
6.599	274.000	84.411	-1.107	0.476
6.799	274.000	72.670	-1.123	0.482
6.999	274.000	60.357	-1.104	0.468
7.199	274.000	48.197	-1.136	0.484
7.399	274.000	35.751	-1.151	0.483
7.599	274.000	24.257	-1.150	0.489
7.799	274.000	11.754	-1.163	0.487
7.998	274.000	1.372	-1.142	0.502
8.198	274.000	2.140	-1.122	0.493
8.398	274.000	12.821	-1.100	0.486
8.599	274.000	25.419	-1.090	0.486
8.799	274.000	36.849	-1.090	0.460
8.999	274.000	48.114	-1.091	0.472
9.199	274.000	59.436	-1.107	0.468
9.399	274.000	71.139	-1.125	0.460
9.599	274.000	83.782	-1.126	0.471
9.799	274.000	90.088	-1.121	0.489
9.999	274.000	90.056	-1.128	0.504
10.199	274.000	83.141	-1.121	0.489
10.399	274.000	71.647	-1.124	0.497
10.599	274.000	58.884	-1.106	0.484
10.799	274.000	46.717	-1.102	0.494
10.999	274.000	35.357	-1.101	0.478
11.199	274.000	19.139	-1.107	0.479
11.399	274.000	6.826	-1.123	0.469
11.598	274.000	0.832	-1.125	0.470
11.798	274.000	0.940	-1.124	0.472
11.999	274.000	6.248	-1.132	0.472
12.199	274.000	17.723	-1.115	0.494
12.399	274.000	29.858	-1.115	0.485
12.598	274.000	41.866	-1.096	0.498
12.799	274.000	54.235	-1.108	0.488
12.999	274.000	66.669	-1.096	0.491
13.199	274.000	82.944	-1.109	0.481
13.399	274.000	90.145	-1.097	0.472
13.598	274.000	89.834	-1.132	0.465
13.799	274.000	81.934	-1.122	0.481
13.999	274.000	70.485	-1.145	0.488
14.199	274.000	59.074	-1.144	0.479
14.399	274.000	47.701	-1.137	0.486
14.599	274.000	36.328	-1.132	0.498
14.798	274.000	23.654	-1.121	0.490
14.999	274.000	11.487	-1.111	0.509
15.199	274.000	1.441	-1.101	0.483
15.399	274.000	0.914	-1.114	0.479
15.598	274.000	4.597	-1.113	0.483
15.799	274.000	17.107	-1.124	0.478
15.999	274.000	28.277	-1.130	0.472
16.199	274.000	39.535	-1.127	0.469
16.399	274.000	50.908	-1.130	0.484
16.599	274.000	63.481	-1.137	0.482
16.798	274.000	74.371	-1.144	0.488
16.999	274.000	86.849	-1.137	0.487
17.199	274.000	90.069	-1.107	0.499
17.399	274.000	89.421	-1.115	0.480
17.599	274.000	73.876	-1.103	0.486
17.799	274.000	62.687	-1.120	0.468
17.999	274.000	50.222	-1.118	0.479
18.199	274.000	38.710	-1.131	0.470
18.399	274.000	27.216	-1.142	0.475
18.599	274.000	16.008	-1.143	0.482
