TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
28.000	274.000	40.373	3.263	0.442
28.200	274.000	32.347	3.218	0.407
28.400	274.000	24.238	3.263	0.454
28.600	274.000	16.066	3.234	0.416
28.800	274.000	8.077	3.249	0.439
29.000	274.000	0.908	3.232	0.412
29.200	274.000	2.356	3.231	0.451
29.400	274.000	10.306	3.240	0.424
29.600	274.000	18.758	3.244	0.427
29.800	274.000	26.708	3.254	0.430
30.000	274.000	34.906	3.264	0.432
30.200	274.000	42.799	3.254	0.444
30.400	274.000	51.073	3.253	0.428
30.600	274.000	59.563	3.225	0.431
30.800	274.000	67.501	3.223	0.435
31.000	274.000	76.048	3.222	0.438
31.200	274.000	83.954	3.216	0.442
31.400	274.000	90.100	3.212	0.419
31.600	274.000	89.624	3.181	0.438
31.800	274.000	81.814	3.231	0.436
32.000	274.000	73.647	3.195	0.428
32.200	274.000	65.100	3.227	0.441
32.400	274.000	56.915	3.196	0.411
32.600	274.000	49.067	3.208	0.443
32.800	274.000	40.589	3.205	0.435
33.000	274.000	32.563	3.204	0.452
33.200	274.000	24.517	3.193	0.428
33.400	274.000	16.396	3.195	0.422
33.600	274.000	8.509	3.206	0.435
33.800	274.000	0.813	3.234	0.441
34.000	274.000	2.273	3.207	0.428
34.100	274.000	7.080	3.228	0.453
34.300	274.000	15.227	3.229	0.422
34.500	274.000	22.924	3.180	0.416
34.700	274.000	31.255	3.229	0.441
34.900	274.000	39.224	3.205	0.430
35.100	274.000	47.282	3.222	0.442
35.300	274.000	55.810	3.192	0.411
35.500	274.000	64.059	3.195	0.444
35.700	274.000	72.117	3.211	0.419
35.900	274.000	80.156	3.202	0.440
36.100	274.000	88.087	3.220	0.414
36.300	274.000	90.113	3.215	0.426
36.500	274.000	87.916	3.244	0.440
36.700	274.000	78.962	3.259	0.436
36.900	274.000	70.961	3.264	0.434
37.100	274.000	63.170	3.270	0.436
37.300	274.000	54.718	3.235	0.423
37.500	274.000	46.749	3.251	0.448
37.700	274.000	39.059	3.253	0.421
37.900	274.000	30.061	3.232	0.438
38.100	274.000	22.181	3.248	0.431
38.300	274.000	14.161	3.202	0.436
38.500	274.000	6.388	3.227	0.449
38.700	274.000	0.826	3.187	0.415
38.900	274.000	1.403	3.212	0.455
39.000	274.000	5.531	3.211	0.438
39.200	274.000	14.262	3.217	0.414
39.400	274.000	21.666	3.219	0.433
39.600	274.000	30.004	3.243	0.448
39.800	274.000	37.916	3.234	0.430
40.000	274.000	46.120	3.224	0.438
40.200	274.000	54.667	3.214	0.412
40.400	274.000	62.287	3.218	0.443
40.600	274.000	70.720	3.247	0.445
40.800	274.000	78.899	3.211	0.436
41.000	274.000	86.563	3.228	0.433
41.200	274.000	90.119	3.211	0.422
41.400	274.000	88.716	3.234	0.450
41.600	274.000	80.575	3.231	0.419
41.800	274.000	72.187	3.232	0.433
42.000	274.000	64.262	3.239	0.427
42.200	274.000	55.747	3.254	0.445
42.400	274.000	47.708	3.240	0.430
42.600	274.000	39.891	3.259	0.426
42.800	274.000	31.147	3.242	0.417
43.000	274.000	21.698	3.257	0.433
43.200	274.000	14.472	3.242	0.429
43.400	274.000	5.455	3.250	0.455
43.600	274.000	0.838	3.247	0.415
43.800	274.000	1.721	3.236	0.434
44.000	274.000	9.309	3.258	0.451
44.200	274.000	17.647	3.250	0.420
44.400	274.000	26.181	3.243	0.436
44.600	274.000	34.208	3.247	0.423
44.800	274.000	42.863	3.245	0.429
45.000	274.000	50.591	3.242	0.441
45.200	274.000	58.553	3.264	0.427
45.400	274.000	67.005	3.244	0.436
45.600	274.000	74.937	3.262	0.441
45.800	274.000	82.817	3.234	0.424
46.000	274.000	90.075	3.261	0.466
46.200	274.000	90.075	3.239	0.408
46.400	274.000	88.710	3.224	0.448
46.600	274.000	79.858	3.241	0.432
46.800	274.000	72.015	3.239	0.441
47.000	274.000	63.773	3.228	0.431
47.200	274.000	55.696	3.246	0.435
47.400	274.000	47.758	3.205	0.424
47.600	274.000	39.548	3.247	0.438
47.800	274.000	31.509	3.229	0.430
48.000	274.000	22.885	3.230	0.450
48.200	274.000	15.138	3.225	0.416
48.400	274.000	6.839	3.219	0.442
48.600	274.000	0.826	3.240	0.445
48.800	274.000	0.940	3.229	0.422
49.000	274.000	2.318	3.214	0.452
49.200	274.000	11.246	3.241	0.430
49.400	274.000	17.990	3.234	0.436
49.600	274.000	27.013	3.240	0.450
49.800	274.000	34.887	3.249	0.426
50.000	274.000	42.551	3.210	0.422
50.200	274.000	51.238	3.244	0.436
50.400	274.000	59.081	3.233	0.435
50.600	274.000	67.501	3.234	0.442
50.800	274.000	75.584	3.228	0.412
51.000	274.000	83.712	3.231	0.435
51.200	274.000	90.138	3.233	0.427
51.400	274.000	90.075	3.243	0.424
51.600	274.000	88.113	3.221	0.428
51.800	274.000	79.255	3.249	0.430
52.000	274.000	71.374	3.219	0.426
52.200	274.000	62.878	3.259	0.455
52.400	274.000	53.893	3.245	0.414
52.600	274.000	47.015	3.221	0.437
52.800	274.000	38.748	3.238	0.433
53.000	274.000	29.756	3.217	0.429
53.200	274.000	22.943	3.238	0.433
53.400	274.000	14.567	3.231	0.423
53.600	274.000	5.772	3.217	0.445
53.800	274.000	0.838	3.217	0.443
54.000	274.000	0.953	3.221	0.421
54.200	274.000	3.080	3.205	0.455
54.400	274.000	11.728	3.234	0.440
54.600	274.000	19.501	3.190	0.421
54.800	274.000	28.340	3.227	0.451
55.000	274.000	36.989	3.212	0.423
55.200	274.000	44.393	3.222	0.452
55.400	274.000	52.521	3.219	0.424
55.600	274.000	61.125	3.209	0.435
55.800	274.000	68.498	3.222	0.442
56.000	274.000	76.734	3.221	0.439
56.200	274.000	85.300	3.197	0.425
56.400	274.000	90.113	3.231	0.446
56.600	274.000	90.050	3.216	0.426
56.800	274.000	84.709	3.228	0.452
57.000	274.000	76.670	3.204	0.398
57.200	274.000	69.120	3.186	0.438
57.400	274.000	60.560	3.219	0.436
57.600	274.000	52.483	3.210	0.440
57.800	274.000	44.806	3.215	0.445
58.000	274.000	36.024	3.205	0.427
58.200	274.000	28.029	3.199	0.429
58.400	274.000	20.015	3.215	0.454
58.600	274.000	11.900	3.221	0.428
58.800	274.000	3.023	3.181	0.426
59.000	274.000	0.876	3.218	0.444
59.200	274.000	0.978	3.201	0.416
59.400	274.000	6.287	3.208	0.455
59.600	274.000	14.199	3.203	0.424
59.800	274.000	22.212	3.196	0.439
60.000	274.000	30.347	3.207	0.437
60.200	274.000	38.659	3.206	0.434
60.400	274.000	46.349	3.191	0.430
60.600	274.000	54.921	3.194	0.439
60.800	274.000	63.087	3.154	0.418
61.000	274.000	71.114	3.166	0.456
61.200	274.000	79.032	3.173	0.425
61.400	274.000	87.744	3.155	0.436
61.600	274.000	90.088	3.170	0.439
61.800	274.000	89.808	3.180	0.431
62.000	274.000	82.855	3.201	0.423
62.200	274.000	74.803	3.215	0.429
62.400	274.000	66.504	3.204	0.433
62.600	274.000	58.395	3.199	0.443
62.800	274.000	50.495	3.196	0.424
63.000	274.000	42.240	3.181	0.431
63.200	274.000	34.068	3.229	0.447
63.400	274.000	26.257	3.196	0.409
63.600	274.000	17.951	3.227	0.447
63.800	274.000	9.830	3.235	0.423
64.000	274.000	2.013	3.233	0.438
64.200	274.000	0.914	3.226	0.434
64.400	274.000	1.111	3.225	0.433
64.600	274.000	7.220	3.192	0.406
64.800	274.000	15.678	3.230	0.463
65.000	274.000	23.628	3.208	0.414
65.200	274.000	31.407	3.207	0.433
65.400	274.000	39.580	3.198	0.422
65.600	274.000	48.006	3.183	0.446
65.800	274.000	55.880	3.160	0.449
