TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
413.544	274.000	0.845	-1.775	0.565
413.743	274.000	2.889	-1.765	0.614
413.943	274.000	18.707	-1.770	0.594
414.143	274.000	31.998	-1.771	0.609
414.343	274.000	43.212	-1.771	0.598
414.543	274.000	54.470	-1.773	0.585
414.743	274.000	65.919	-1.764	0.617
414.943	274.000	77.286	-1.763	0.586
415.143	274.000	88.475	-1.766	0.608
415.343	274.000	90.107	-1.776	0.590
415.543	274.000	89.395	-1.760	0.606
415.743	274.000	77.591	-1.767	0.589
415.943	274.000	66.694	-1.762	0.595
416.143	274.000	53.981	-1.765	0.606
416.343	274.000	37.744	-1.773	0.590
416.543	274.000	25.546	-1.775	0.613
416.743	274.000	12.916	-1.768	0.596
416.943	274.000	2.477	-1.792	0.596
417.143	274.000	0.895	-1.766	0.596
417.343	274.000	3.556	-1.760	0.606
417.543	274.000	15.323	-1.778	0.606
417.743	274.000	27.286	-1.775	0.587
417.943	274.000	39.846	-1.787	0.615
418.143	274.000	51.010	-1.758	0.592
418.343	274.000	68.332	-1.782	0.602
418.543	274.000	79.718	-1.768	0.597
418.743	274.000	89.961	-1.791	0.595
418.943	274.000	90.075	-1.757	0.618
419.143	274.000	87.129	-1.780	0.589
419.343	274.000	75.343	-1.775	0.612
419.543	274.000	64.008	-1.773	0.587
419.743	274.000	52.388	-1.788	0.602
419.943	274.000	39.834	-1.766	0.612
420.143	274.000	28.962	-1.794	0.596
420.243	274.000	18.307	-1.810	0.587
420.443	274.000	7.055	-1.767	0.601
420.643	274.000	0.883	-1.783	0.593
420.843	274.000	0.933	-1.754	0.611
421.043	274.000	1.276	-1.741	0.585
421.243	274.000	11.589	-1.732	0.628
421.443	274.000	23.927	-1.749	0.585
421.643	274.000	36.430	-1.778	0.595
421.843	274.000	47.981	-1.754	0.605
422.043	274.000	64.935	-1.771	0.600
422.243	274.000	76.441	-1.753	0.602
422.443	274.000	88.437	-1.765	0.587
422.642	274.000	90.113	-1.765	0.607
422.843	274.000	87.135	-1.737	0.606
423.043	274.000	75.394	-1.756	0.588
423.243	274.000	64.008	-1.744	0.614
423.443	274.000	52.464	-1.761	0.594
423.643	274.000	39.815	-1.762	0.612
423.843	274.000	28.835	-1.745	0.596
424.043	274.000	16.364	-1.781	0.590
424.243	274.000	3.708	-1.754	0.602
424.443	274.000	0.902	-1.767	0.609
424.643	274.000	2.972	-1.767	0.604
424.843	274.000	14.243	-1.786	0.592
425.043	274.000	25.400	-1.785	0.604
425.243	274.000	37.065	-1.764	0.609
425.443	274.000	49.162	-1.772	0.603
425.643	274.000	60.744	-1.757	0.607
425.743	274.000	71.501	-1.767	0.582
425.943	274.000	82.582	-1.785	0.593
426.142	274.000	90.132	-1.766	0.612
426.343	274.000	90.062	-1.787	0.580
426.543	274.000	89.827	-1.765	0.611
426.743	274.000	81.947	-1.782	0.591
426.943	274.000	70.193	-1.761	0.607
427.143	274.000	57.614	-1.766	0.601
427.343	274.000	46.628	-1.754	0.595
427.543	274.000	34.023	-1.775	0.611
427.743	274.000	21.469	-1.746	0.597
427.943	274.000	5.321	-1.772	0.592
428.143	274.000	0.851	-1.768	0.595
428.343	274.000	1.035	-1.761	0.593
428.543	274.000	8.763	-1.778	0.608
428.743	274.000	19.990	-1.766	0.596
428.943	274.000	31.420	-1.779	0.599
429.143	274.000	42.717	-1.756	0.606
429.243	274.000	53.219	-1.744	0.619
429.443	274.000	64.008	-1.800	0.590
429.643	274.000	75.902	-1.756	0.618
429.843	274.000	87.548	-1.784	0.596
430.043	274.000	90.132	-1.773	0.602
430.242	274.000	90.037	-1.776	0.596
430.443	274.000	87.154	-1.781	0.587
430.643	274.000	73.965	-1.772	0.615
430.843	274.000	61.544	-1.786	0.588
431.043	274.000	50.229	-1.765	0.604
