TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
428.828	274.000	31.712	0.640	0.539
429.028	274.000	42.031	0.627	0.564
429.228	274.000	55.271	0.650	0.577
429.428	274.000	65.723	0.670	0.556
429.628	274.000	75.883	0.655	0.553
429.828	274.000	85.522	0.688	0.584
430.028	274.000	90.113	0.716	0.567
430.228	274.000	89.745	0.696	0.558
430.428	274.000	81.541	0.663	0.563
430.627	274.000	71.488	0.704	0.560
430.828	274.000	61.690	0.687	0.557
431.028	274.000	51.600	0.667	0.571
431.228	274.000	42.266	0.709	0.583
431.328	274.000	33.376	0.674	0.529
431.528	274.000	24.200	0.694	0.565
431.728	274.000	14.554	0.711	0.574
431.928	274.000	4.997	0.743	0.571
432.128	274.000	0.883	0.701	0.532
432.327	274.000	0.940	0.734	0.580
432.528	274.000	6.217	0.717	0.558
432.628	274.000	14.484	0.704	0.551
432.828	274.000	24.047	0.695	0.578
433.028	274.000	33.858	0.712	0.572
433.228	274.000	42.863	0.714	0.548
433.428	274.000	52.438	0.682	0.576
433.528	274.000	60.998	0.662	0.597
433.728	274.000	70.479	0.678	0.546
433.928	274.000	80.156	0.678	0.557
434.128	274.000	89.218	0.671	0.558
434.327	274.000	90.024	0.735	0.586
434.528	274.000	84.792	0.720	0.544
434.728	274.000	75.152	0.751	0.577
434.928	274.000	65.081	0.738	0.563
435.128	274.000	54.877	0.735	0.535
435.328	274.000	44.514	0.722	0.570
435.528	274.000	35.046	0.742	0.577
435.728	274.000	24.530	0.742	0.556
435.928	274.000	10.554	0.705	0.560
436.128	274.000	1.829	0.725	0.559
436.328	274.000	0.883	0.746	0.577
436.528	274.000	3.537	0.730	0.557
436.728	274.000	13.278	0.748	0.574
436.928	274.000	23.241	0.697	0.536
437.130	274.000	33.630	0.672	0.568
437.229	274.000	42.291	0.709	0.614
437.428	274.000	51.314	0.694	0.546
437.628	274.000	60.941	0.697	0.557
437.828	274.000	70.580	0.622	0.570
438.028	274.000	79.699	0.601	0.583
438.228	274.000	89.167	0.583	0.543
438.428	274.000	90.050	0.534	0.555
438.628	274.000	89.681	0.599	0.572
438.828	274.000	80.518	0.599	0.565
439.027	274.000	70.250	0.629	0.572
439.228	274.000	60.287	0.631	0.580
439.428	274.000	50.044	0.630	0.543
439.628	274.000	36.595	0.662	0.567
439.828	274.000	26.549	0.656	0.566
440.028	274.000	16.510	0.650	0.583
440.228	274.000	6.655	0.661	0.536
440.428	274.000	0.864	0.700	0.574
440.628	274.000	1.124	0.719	0.556
440.828	274.000	7.912	0.718	0.568
440.928	274.000	16.561	0.683	0.563
441.127	274.000	25.419	0.673	0.559
441.328	274.000	35.255	0.689	0.567
441.528	274.000	44.812	0.665	0.564
441.728	274.000	53.861	0.689	0.575
441.928	274.000	63.526	0.662	0.562
442.028	274.000	72.289	0.640	0.566
442.227	274.000	81.883	0.660	0.553
442.428	274.000	90.024	0.697	0.577
442.628	274.000	90.081	0.724	0.551
442.827	274.000	90.024	0.757	0.572
443.028	274.000	84.709	0.735	0.552
443.228	274.000	75.038	0.671	0.570
443.428	274.000	65.913	0.644	0.516
443.528	274.000	56.871	0.648	0.591
443.728	274.000	47.435	0.620	0.591
443.928	274.000	38.024	0.560	0.528
444.128	274.000	28.385	0.598	0.573
444.328	274.000	18.948	0.659	0.582
444.528	274.000	9.506	0.717	0.559
444.728	274.000	0.914	0.666	0.557
444.928	274.000	0.914	0.665	0.572
445.128	274.000	1.270	0.660	0.564
445.328	274.000	14.230	0.591	0.566
445.528	274.000	24.232	0.638	0.584
445.728	274.000	34.411	0.691	0.558
