TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
27.235	274.000	89.770	5.297	0.478
27.436	274.000	83.858	5.297	0.479
27.635	274.000	76.086	5.297	0.479
27.835	274.000	67.990	5.297	0.468
28.035	274.000	59.773	5.297	0.502
28.235	274.000	51.867	5.293	0.459
28.436	274.000	43.009	5.297	0.480
28.635	274.000	35.738	5.296	0.484
28.836	274.000	27.318	5.297	0.484
29.035	274.000	19.063	5.297	0.476
29.235	274.000	11.157	5.297	0.467
29.436	274.000	3.410	5.297	0.500
29.635	274.000	1.753	5.296	0.474
29.835	274.000	10.116	5.297	0.487
30.035	274.000	18.402	5.297	0.465
30.236	274.000	26.410	5.297	0.493
30.436	274.000	34.747	5.297	0.490
30.635	274.000	42.717	5.296	0.471
30.836	274.000	50.298	5.295	0.482
30.935	274.000	54.909	5.297	0.483
31.135	274.000	62.821	5.297	0.488
31.335	274.000	71.177	5.297	0.471
31.535	274.000	79.350	5.297	0.484
31.735	274.000	87.281	5.297	0.473
31.935	274.000	89.643	5.297	0.486
32.135	274.000	82.010	5.297	0.464
32.336	274.000	73.101	5.297	0.492
32.535	274.000	65.469	5.297	0.477
32.735	274.000	57.309	5.297	0.475
32.935	274.000	48.851	5.290	0.476
33.135	274.000	40.812	5.297	0.486
33.335	274.000	32.887	5.297	0.493
33.535	274.000	24.035	5.297	0.482
33.735	274.000	16.770	5.297	0.469
33.935	274.000	8.319	5.297	0.488
34.135	274.000	0.864	5.297	0.487
34.335	274.000	2.731	5.297	0.479
34.535	274.000	10.770	5.297	0.468
34.736	274.000	19.418	5.297	0.480
34.935	274.000	27.178	5.297	0.504
35.135	274.000	35.935	5.297	0.473
35.335	274.000	43.466	5.295	0.472
35.535	274.000	52.064	5.297	0.473
35.735	274.000	60.027	5.297	0.500
35.935	274.000	67.774	5.297	0.466
36.135	274.000	76.575	5.297	0.483
36.335	274.000	84.328	5.297	0.466
36.535	274.000	90.157	5.297	0.499
36.735	274.000	88.722	5.297	0.466
36.935	274.000	80.556	5.297	0.483
37.135	274.000	72.123	5.297	0.463
37.335	274.000	64.141	5.297	0.505
37.535	274.000	56.369	5.297	0.465
37.735	274.000	47.930	5.294	0.495
37.935	274.000	39.954	5.296	0.450
