TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
276.406	274.000	31.223	4.388	0.411
276.506	274.000	22.358	4.455	0.441
276.706	274.000	13.310	4.429	0.449
276.906	274.000	3.658	4.412	0.445
277.106	274.000	0.876	4.449	0.445
277.306	274.000	1.080	4.409	0.431
277.506	274.000	8.147	4.431	0.458
277.606	274.000	16.567	4.452	0.462
277.806	274.000	25.806	4.417	0.436
278.006	274.000	35.624	4.433	0.436
278.206	274.000	45.168	4.442	0.459
278.406	274.000	54.204	4.444	0.439
278.606	274.000	64.554	4.435	0.431
278.806	274.000	74.365	4.392	0.447
279.006	274.000	84.931	4.412	0.432
279.206	274.000	90.100	4.403	0.443
279.406	274.000	90.050	4.413	0.427
279.606	274.000	84.538	4.396	0.438
279.806	274.000	74.435	4.407	0.432
280.006	274.000	60.617	4.438	0.452
280.206	274.000	50.464	4.422	0.441
280.406	274.000	40.380	4.446	0.411
280.606	274.000	30.575	4.442	0.464
280.806	274.000	20.999	4.448	0.425
281.006	274.000	11.970	4.451	0.441
281.206	274.000	2.400	4.452	0.442
281.406	274.000	0.895	4.453	0.423
281.506	274.000	0.972	4.426	0.399
281.706	274.000	6.280	4.434	0.428
281.906	274.000	15.577	4.447	0.422
282.106	274.000	24.644	4.454	0.440
282.306	274.000	34.322	4.486	0.439
282.506	274.000	44.685	4.439	0.436
282.706	274.000	55.010	4.478	0.418
282.906	274.000	64.148	4.477	0.459
283.106	274.000	74.524	4.489	0.434
283.306	274.000	88.164	4.462	0.421
283.506	274.000	90.100	4.475	0.450
283.706	274.000	87.821	4.492	0.440
283.906	274.000	77.299	4.473	0.438
284.106	274.000	67.742	4.471	0.428
284.306	274.000	58.096	4.441	0.439
284.506	274.000	48.654	4.443	0.425
284.706	274.000	39.307	4.478	0.452
284.906	274.000	29.705	4.425	0.434
285.106	274.000	19.482	4.444	0.419
285.306	274.000	9.347	4.404	0.439
285.506	274.000	0.908	4.438	0.452
285.706	274.000	0.933	4.397	0.419
285.906	274.000	2.978	4.393	0.424
286.106	274.000	16.383	4.402	0.430
286.307	274.000	26.924	4.406	0.434
286.507	274.000	36.138	4.420	0.441
286.707	274.000	45.853	4.396	0.423
286.906	274.000	55.340	4.422	0.438
287.107	274.000	64.497	4.415	0.443
287.306	274.000	74.460	4.409	0.438
287.406	274.000	83.179	4.424	0.412
287.606	274.000	90.119	4.435	0.443
287.806	274.000	90.056	4.406	0.435
288.006	274.000	89.738	4.431	0.435
288.206	274.000	81.490	4.396	0.422
288.406	274.000	71.228	4.420	0.444
288.606	274.000	61.513	4.401	0.434
288.806	274.000	52.400	4.422	0.453
288.906	274.000	43.510	4.361	0.425
289.106	274.000	34.176	4.376	0.427
289.306	274.000	24.746	4.400	0.454
289.506	274.000	15.170	4.343	0.419
289.706	274.000	5.740	4.381	0.445
289.906	274.000	0.870	4.395	0.437
290.006	274.000	0.940	4.366	0.439
290.206	274.000	1.086	4.373	0.430
290.406	274.000	7.988	4.410	0.444
290.606	274.000	17.259	4.378	0.424
290.806	274.000	26.765	4.408	0.446
291.006	274.000	36.932	4.382	0.427
291.206	274.000	47.250	4.425	0.460
291.406	274.000	57.385	4.360	0.406
291.606	274.000	70.758	4.385	0.442
291.806	274.000	81.331	4.383	0.441
292.006	274.000	89.713	4.376	0.440
