TimeSec	Probe1mm	ConductivityP1V	TemperatureP1V
1568.529	177.939	0.252	-5.324
1568.728	180.026	0.566	-5.206
1568.929	181.927	0.883	-5.081
1569.028	183.048	0.998	-4.918
1569.229	185.115	0.786	-5.272
1569.429	187.075	0.713	-5.324
1569.628	189.208	0.750	-5.324
1569.829	191.112	1.258	-5.214
1570.029	193.110	1.000	-5.010
1570.128	194.216	0.584	-4.947
1570.328	196.304	0.551	-5.324
1570.529	198.301	0.727	-5.324
1570.729	200.432	0.830	-5.279
1570.929	202.423	1.362	-5.127
1571.129	204.389	0.649	-4.717
1571.328	206.491	0.004	-4.985
1571.529	208.467	-0.043	-5.324
1571.728	210.584	-0.012	-5.324
1571.929	212.509	0.410	-4.910
1572.129	214.475	-0.008	-4.768
1572.329	216.689	0.456	-5.108
1572.529	218.655	0.066	-5.057
1572.729	220.615	-0.123	-5.324
1572.929	222.724	-0.115	-5.324
1573.129	224.725	-0.125	-5.324
1573.328	226.876	0.543	-4.781
1573.529	228.731	0.443	-4.796
1573.728	230.746	1.099	-4.835
1573.828	231.912	0.632	-5.081
1574.028	233.807	1.025	-5.222
1574.128	234.916	0.778	-5.257
1574.330	236.981	1.733	-5.174
1574.529	239.002	1.663	-5.288
1574.729	240.928	1.543	-5.324
1574.929	243.037	1.517	-5.324
1575.129	244.996	1.966	-5.299
1575.228	246.146	2.124	-5.285
1575.429	248.173	1.667	-5.123
1575.628	250.154	1.720	-5.231
1575.828	252.170	1.646	-5.324
1576.028	254.226	2.317	-5.304
1576.229	256.227	1.938	-5.237
1576.429	258.302	1.040	-5.287
1576.629	260.316	1.020	-5.324
1576.829	262.319	1.003	-5.324
1577.029	264.414	2.182	-5.298
1577.229	266.407	2.473	-5.251
1577.429	268.595	2.183	-4.932
1577.629	270.489	1.727	-5.174
1577.829	272.521	2.069	-5.208
1578.028	274.501	2.298	-5.198
1578.228	276.522	2.065	-5.320
1578.329	277.638	2.033	-5.324
1578.528	279.718	2.031	-5.324
1578.729	281.712	2.309	-5.315
1578.929	283.664	2.741	-5.298
1579.129	285.790	1.960	-5.226
1579.328	287.797	1.584	-5.286
1579.529	289.804	1.863	-5.301
1579.728	291.872	2.142	-5.246
1579.929	293.873	2.134	-5.323
1580.128	295.909	2.083	-5.324
1580.328	297.953	2.667	-5.307
1580.528	299.959	2.559	-5.289
1580.728	301.994	1.857	-5.273
1580.928	304.068	1.813	-5.324
1581.129	306.216	2.083	-5.324
1581.329	308.097	2.374	-5.309
1581.529	310.098	2.816	-5.292
1581.628	311.251	2.411	-5.297
1581.829	313.144	1.637	-5.311
1582.028	315.304	1.598	-5.324
