TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
29.125	0.000	89.669	-3.562	0.102
30.673	0.000	89.669	-3.560	0.123
32.222	0.000	89.669	-3.557	0.125
33.774	0.000	89.669	-3.556	0.126
35.327	0.000	89.669	-3.549	0.115
36.878	0.000	89.669	-3.552	0.116
38.427	0.000	89.669	-3.553	0.127
39.978	0.000	89.669	-3.560	0.130
41.529	0.000	89.669	-3.549	0.135
43.080	0.000	89.669	-3.555	0.133
44.629	0.000	89.669	-3.551	0.132
46.178	0.000	89.669	-3.554	0.129
47.734	0.000	89.669	-3.562	0.125
49.286	0.000	89.669	-3.555	0.130
50.840	0.000	89.669	-3.560	0.130
52.394	0.000	89.669	-3.556	0.132
53.944	0.000	89.669	-3.553	0.124
55.499	0.000	89.669	-3.544	0.131
57.055	0.000	89.669	-3.555	0.121
58.611	0.000	89.669	-3.555	0.122
60.166	0.000	89.669	-3.554	0.117
61.714	0.000	89.669	-3.548	0.119
63.266	0.000	89.669	-3.548	0.116
64.824	0.000	89.669	-3.555	0.120
66.380	0.000	89.669	-3.552	0.112
67.936	0.000	89.669	-3.552	0.111
69.487	0.000	89.669	-3.544	0.118
71.038	0.000	89.669	-3.553	0.113
72.588	0.000	89.669	-3.560	0.118
74.137	0.000	89.669	-3.551	0.113
