TimeSec	Probe2mm	Mixermm	ConductivityP2V	TemperatureP2V
172.943	0.000	89.669	-1.904	0.246
174.503	0.000	89.669	-1.916	0.261
176.057	0.000	89.669	-1.921	0.275
177.610	0.000	89.669	-1.920	0.274
179.163	0.000	89.669	-1.922	0.269
180.720	0.000	89.669	-1.917	0.279
182.278	0.000	89.669	-1.926	0.283
183.840	0.000	89.669	-1.921	0.289
185.398	0.000	89.669	-1.930	0.287
186.948	0.000	89.669	-1.933	0.278
188.497	0.000	89.669	-1.937	0.270
190.041	0.000	89.669	-1.930	0.266
191.593	0.000	89.669	-1.933	0.267
193.138	0.000	89.669	-1.920	0.257
194.683	0.000	89.669	-1.921	0.262
196.236	0.000	89.669	-1.926	0.255
197.782	0.000	89.669	-1.931	0.257
199.331	0.000	89.669	-1.932	0.252
200.880	0.000	89.669	-1.941	0.254
202.430	0.000	89.669	-1.937	0.255
203.978	0.000	89.669	-1.936	0.260
205.526	0.000	89.669	-1.940	0.254
207.070	0.000	89.669	-1.933	0.255
208.615	0.000	89.669	-1.939	0.254
210.168	0.000	89.669	-1.938	0.236
211.721	0.000	89.669	-1.935	0.225
213.270	0.000	89.669	-1.930	0.226
214.821	0.000	89.669	-1.931	0.219
216.369	0.000	89.669	-1.920	0.225
217.930	0.000	89.669	-1.929	0.217
219.486	0.000	89.669	-1.925	0.221
221.042	0.000	89.669	-1.933	0.220
