TimeSec	Probe1mm	ConductivityP1V	TemperatureP1V
172.333	135.762	-1.693	-0.322
173.998	135.762	-1.689	-0.311
175.669	135.762	-1.698	-0.328
177.333	135.762	-1.686	-0.337
179.000	135.762	-1.700	-0.342
180.668	135.762	-1.684	-0.339
182.333	135.762	-1.685	-0.345
184.000	135.762	-1.680	-0.345
185.661	135.762	-1.688	-0.347
187.329	135.762	-1.678	-0.327
188.993	135.762	-1.677	-0.344
190.657	135.762	-1.688	-0.344
192.321	135.762	-1.676	-0.325
193.986	135.762	-1.685	-0.334
195.655	135.762	-1.677	-0.336
197.319	135.762	-1.701	-0.349
198.982	135.762	-1.680	-0.332
200.645	135.762	-1.696	-0.346
202.306	135.762	-1.707	-0.344
203.968	135.762	-1.694	-0.347
205.629	135.762	-1.690	-0.334
207.289	135.762	-1.679	-0.334
208.950	135.762	-1.702	-0.344
210.611	135.762	-1.694	-0.337
212.275	135.762	-1.703	-0.338
213.936	135.762	-1.694	-0.347
215.602	135.762	-1.701	-0.345
217.269	135.762	-1.695	-0.340
218.932	135.762	-1.694	-0.358
220.598	135.762	-1.690	-0.336
222.259	135.762	-1.708	-0.363
223.922	135.762	-1.698	-0.349
225.584	135.762	-1.690	-0.354
227.249	135.762	-1.701	-0.354
228.917	135.762	-1.689	-0.349
230.582	135.762	-1.700	-0.344
232.244	135.762	-1.691	-0.356
233.909	135.762	-1.697	-0.362
235.578	135.762	-1.696	-0.355
237.247	135.762	-1.690	-0.360
238.915	135.762	-1.689	-0.348
240.579	135.762	-1.708	-0.365
242.241	135.762	-1.686	-0.340
243.904	135.762	-1.700	-0.363
245.571	135.762	-1.694	-0.357
247.231	135.762	-1.683	-0.352
248.891	135.762	-1.683	-0.344
250.552	135.762	-1.691	-0.356
252.216	135.762	-1.697	-0.354
253.879	135.762	-1.693	-0.346
255.540	135.762	-1.699	-0.362
257.203	135.762	-1.700	-0.357
258.863	135.762	-1.708	-0.368
260.526	135.762	-1.676	-0.351
262.186	135.762	-1.701	-0.358
263.845	135.762	-1.695	-0.355
265.509	135.762	-1.687	-0.349
267.174	135.762	-1.689	-0.347
268.839	135.762	-1.698	-0.364
270.505	135.762	-1.702	-0.348
272.167	135.762	-1.683	-0.353
273.835	135.762	-1.701	-0.363
275.504	135.762	-1.706	-0.361
277.170	135.762	-1.694	-0.346
278.837	135.762	-1.688	-0.357
280.500	135.762	-1.711	-0.368
282.166	135.762	-1.701	-0.358
283.832	135.762	-1.692	-0.365
285.502	135.762	-1.694	-0.360
287.167	135.762	-1.704	-0.369
288.833	135.762	-1.680	-0.345
290.496	135.762	-1.702	-0.366
292.162	135.762	-1.697	-0.365
293.825	135.762	-1.692	-0.359
295.486	135.762	-1.691	-0.355
297.146	135.762	-1.691	-0.360
298.807	135.762	-1.700	-0.364
300.466	135.762	-1.690	-0.349
302.128	135.762	-1.699	-0.367
303.787	135.762	-1.700	-0.363
305.455	135.762	-1.705	-0.365
307.116	135.762	-1.679	-0.352
308.779	135.762	-1.709	-0.369
310.443	135.762	-1.690	-0.365
312.108	135.762	-1.681	-0.348
313.771	135.762	-1.689	-0.354
315.435	135.762	-1.692	-0.363
317.098	135.762	-1.700	-0.355
318.760	135.762	-1.686	-0.358
320.423	135.762	-1.698	-0.374
322.088	135.762	-1.698	-0.365
323.750	135.762	-1.698	-0.360
325.415	135.762	-1.679	-0.353
327.079	135.762	-1.706	-0.373
328.747	135.762	-1.686	-0.358
330.413	135.762	-1.681	-0.363
332.078	135.762	-1.684	-0.357
333.742	135.762	-1.691	-0.368
335.403	135.762	-1.690	-0.359
337.066	135.762	-1.682	-0.363
338.729	135.762	-1.692	-0.363
340.395	135.762	-1.698	-0.368
342.060	135.762	-1.688	-0.358
343.723	135.762	-1.685	-0.365
345.385	135.762	-1.699	-0.369
347.046	135.762	-1.681	-0.356
348.710	135.762	-1.688	-0.369
350.373	135.762	-1.689	-0.362
352.035	135.762	-1.691	-0.368
353.694	135.762	-1.693	-0.355
355.355	135.762	-1.698	-0.377
357.019	135.762	-1.686	-0.357
358.682	135.762	-1.702	-0.376
360.346	135.762	-1.685	-0.360
362.010	135.762	-1.691	-0.364
363.673	135.762	-1.700	-0.364
365.333	135.762	-1.684	-0.356
366.997	135.762	-1.699	-0.360
368.663	135.762	-1.698	-0.370
370.329	135.762	-1.696	-0.370
371.993	135.762	-1.688	-0.359
373.656	135.762	-1.703	-0.376
375.321	135.762	-1.684	-0.358
376.983	135.762	-1.699	-0.360
378.648	135.762	-1.687	-0.361
380.312	135.762	-1.685	-0.365
381.979	135.762	-1.690	-0.356
383.645	135.762	-1.686	-0.371
385.313	135.762	-1.687	-0.364
