TimeSec	Probe1mm	ConductivityP1V	TemperatureP1V
2.326	135.762	-3.749	-0.400
3.987	135.762	-3.752	-0.390
5.649	135.762	-3.756	-0.402
7.313	135.762	-3.743	-0.393
8.978	135.762	-3.749	-0.406
10.643	135.762	-3.746	-0.397
12.309	135.762	-3.737	-0.390
13.970	135.762	-3.733	-0.379
15.635	135.762	-3.751	-0.364
17.298	135.762	-3.749	-0.366
18.961	135.762	-3.755	-0.364
20.627	135.762	-3.740	-0.351
22.292	135.762	-3.758	-0.378
23.957	135.762	-3.734	-0.371
25.623	135.762	-3.754	-0.384
27.290	135.762	-3.723	-0.354
28.958	135.762	-3.740	-0.362
30.628	135.762	-3.737	-0.358
32.292	135.762	-3.745	-0.357
33.959	135.762	-3.758	-0.372
35.622	135.762	-3.741	-0.366
37.282	135.762	-3.753	-0.387
38.943	135.762	-3.731	-0.368
40.605	135.762	-3.740	-0.373
42.267	135.762	-3.730	-0.370
43.930	135.762	-3.731	-0.357
45.593	135.762	-3.741	-0.361
47.254	135.762	-3.739	-0.354
48.922	135.762	-3.733	-0.370
50.585	135.762	-3.748	-0.367
52.252	135.762	-3.741	-0.383
53.912	135.762	-3.744	-0.380
55.573	135.762	-3.723	-0.386
57.232	135.762	-3.742	-0.383
58.894	135.762	-3.727	-0.378
60.561	135.762	-3.740	-0.379
62.223	135.762	-3.711	-0.357
63.889	135.762	-3.737	-0.385
65.555	135.762	-3.746	-0.380
67.227	135.762	-3.748	-0.383
68.894	135.762	-3.736	-0.386
70.561	135.762	-3.727	-0.386
72.228	135.762	-3.741	-0.400
73.893	135.762	-3.726	-0.371
75.557	135.762	-3.735	-0.374
77.219	135.762	-3.734	-0.368
78.884	135.762	-3.747	-0.377
80.545	135.762	-3.746	-0.389
82.210	135.762	-3.739	-0.376
83.872	135.762	-3.746	-0.405
85.535	135.762	-3.726	-0.383
87.198	135.762	-3.728	-0.401
88.862	135.762	-3.722	-0.380
90.523	135.762	-3.721	-0.387
92.186	135.762	-3.738	-0.381
93.844	135.762	-3.731	-0.372
95.503	135.762	-3.748	-0.376
97.165	135.762	-3.738	-0.388
98.830	135.762	-3.736	-0.401
100.493	135.762	-3.740	-0.396
102.158	135.762	-3.724	-0.387
103.825	135.762	-3.722	-0.392
105.488	135.762	-3.719	-0.389
107.155	135.762	-3.738	-0.387
108.820	135.762	-3.726	-0.375
110.487	135.762	-3.738	-0.392
112.149	135.762	-3.749	-0.396
113.812	135.762	-3.750	-0.404
115.476	135.762	-3.744	-0.398
117.141	135.762	-3.722	-0.397
118.805	135.762	-3.738	-0.403
120.472	135.762	-3.721	-0.385
122.137	135.762	-3.722	-0.384
123.804	135.762	-3.714	-0.373
125.473	135.762	-3.737	-0.391
127.140	135.762	-3.747	-0.398
128.802	135.762	-3.741	-0.393
130.465	135.762	-3.738	-0.410
132.126	135.762	-3.737	-0.397
133.788	135.762	-3.739	-0.413
135.449	135.762	-3.720	-0.384
137.113	135.762	-3.715	-0.397
138.774	135.762	-3.727	-0.387
140.435	135.762	-3.722	-0.380
142.101	135.762	-3.737	-0.387
143.765	135.762	-3.724	-0.379
145.429	135.762	-3.741	-0.388
147.093	135.762	-3.742	-0.393
148.754	135.762	-3.734	-0.406
150.416	135.762	-3.726	-0.386
152.077	135.762	-3.732	-0.402
153.737	135.762	-3.729	-0.396
155.400	135.762	-3.726	-0.402
157.063	135.762	-3.725	-0.388
158.731	135.762	-3.735	-0.381
160.395	135.762	-3.742	-0.399
162.061	135.762	-3.739	-0.382
163.727	135.762	-3.722	-0.384
165.394	135.762	-3.745	-0.389
167.059	135.762	-3.740	-0.399
168.722	135.762	-3.747	-0.403
170.388	135.762	-3.711	-0.390
172.051	135.762	-3.726	-0.405
173.717	135.762	-3.727	-0.402
175.382	135.762	-3.721	-0.392
177.047	135.762	-3.725	-0.381
178.710	135.762	-3.729	-0.387
180.372	135.762	-3.746	-0.391
182.033	135.762	-3.733	-0.387
183.693	135.762	-3.737	-0.391
185.354	135.762	-3.734	-0.395
187.014	135.762	-3.748	-0.416
188.675	135.762	-3.725	-0.400
190.337	135.762	-3.707	-0.384
191.999	135.762	-3.717	-0.390
193.661	135.762	-3.721	-0.386
195.322	135.762	-3.724	-0.389
196.986	135.762	-3.712	-0.367
198.653	135.762	-3.740	-0.401
200.317	135.762	-3.734	-0.389
201.981	135.762	-3.739	-0.406
203.645	135.762	-3.723	-0.398
205.308	135.762	-3.727	-0.402
206.970	135.762	-3.734	-0.409
208.633	135.762	-3.715	-0.379
210.295	135.762	-3.723	-0.386
211.960	135.762	-3.725	-0.377
213.626	135.762	-3.726	-0.402
215.292	135.762	-3.738	-0.387
216.960	135.762	-3.729	-0.382
218.628	135.762	-3.738	-0.389
220.294	135.762	-3.734	-0.405
221.960	135.762	-3.729	-0.408
223.627	135.762	-3.721	-0.387
225.289	135.762	-3.717	-0.398
226.954	135.762	-3.727	-0.384
228.615	135.762	-3.723	-0.392
230.277	135.762	-3.731	-0.372
