701.235	0.000	0.932	-2.347
702.786	0.000	0.954	-2.329
704.343	0.000	0.967	-2.318
705.895	0.000	0.975	-2.307
707.442	0.000	0.982	-2.296
708.990	0.000	0.976	-2.326
710.546	0.000	0.965	-2.348
712.100	0.000	1.011	-2.326
713.653	0.000	1.021	-2.298
715.201	0.000	1.027	-2.320
716.759	0.000	1.007	-2.329
718.315	0.000	1.008	-2.330
719.872	0.000	1.010	-2.363
721.431	0.000	1.019	-2.345
722.985	0.000	1.039	-2.309
724.537	0.000	1.046	-2.330
726.082	0.000	1.051	-2.306
727.635	0.000	1.056	-2.321
729.192	0.000	1.087	-2.284
730.750	0.000	1.026	-2.378
732.302	0.000	1.073	-2.323
733.853	0.000	1.051	-2.353
735.405	0.000	1.129	-2.328
