330.988	0.000	-0.057	-1.393
332.548	0.000	-0.158	-1.409
334.105	0.000	-0.141	-1.421
335.662	0.000	-0.132	-1.428
337.218	0.000	-0.135	-1.447
338.772	0.000	-0.130	-1.465
340.319	0.000	-0.116	-1.465
341.865	0.000	-0.105	-1.485
343.407	0.000	-0.090	-1.498
344.954	0.000	-0.078	-1.508
346.507	0.000	-0.069	-1.519
348.066	0.000	-0.065	-1.525
349.622	0.000	-0.063	-1.549
351.177	0.000	-0.056	-1.557
352.730	0.000	-0.042	-1.566
354.284	0.000	-0.036	-1.570
355.834	0.000	-0.034	-1.590
357.385	0.000	-0.028	-1.598
358.932	0.000	-0.026	-1.607
360.481	0.000	-0.016	-1.629
362.034	0.000	-0.006	-1.630
363.585	0.000	-0.005	-1.637
365.138	0.000	0.003	-1.636
366.691	0.000	0.004	-1.643
368.243	0.000	0.011	-1.655
369.799	0.000	0.012	-1.672
371.355	0.000	0.023	-1.673
372.911	0.000	0.019	-1.683
374.465	0.000	0.037	-1.680
376.011	0.000	0.044	-1.676
