864.003	0.000	2.671	-2.797
865.557	0.000	2.737	-2.798
867.105	0.000	2.728	-2.839
868.660	0.000	2.751	-2.842
870.218	0.000	2.743	-2.856
871.776	0.000	2.843	-2.940
873.335	0.000	2.744	-2.926
874.887	0.000	2.839	-3.011
876.431	0.000	2.776	-2.939
877.983	0.000	2.780	-2.942
879.542	0.000	2.791	-2.965
881.093	0.000	2.839	-3.002
882.643	0.000	3.037	-3.150
884.191	0.000	2.925	-3.091
885.745	0.000	2.915	-2.968
887.299	0.000	2.754	-2.891
888.847	0.000	2.733	-2.924
890.397	0.000	2.786	-2.897
891.948	0.000	2.763	-2.926
893.495	0.000	2.781	-2.881
895.039	0.000	2.776	-2.934
896.581	0.000	2.780	-2.930
898.128	0.000	2.794	-2.928
899.678	0.000	2.790	-2.932
901.226	0.000	2.825	-2.926
902.774	0.000	2.847	-2.924
904.324	0.000	2.822	-2.955
905.879	0.000	2.932	-3.003
907.432	0.000	2.881	-2.967
