TimeSec	Probe1mm	ConductivityP1V	TemperatureP1V
10.927	0.001	-5.018	0.228
11.128	0.149	-5.013	0.228
11.228	0.500	-4.999	0.233
11.328	1.052	-5.001	0.223
11.428	1.798	-5.018	0.213
11.528	2.746	-5.007	0.232
11.628	3.764	-5.001	0.238
11.728	4.781	-5.005	0.224
11.828	5.798	-5.013	0.217
11.928	6.816	-5.017	0.229
12.028	7.835	-5.006	0.231
12.128	8.851	-4.999	0.223
12.228	9.868	-5.017	0.222
12.328	10.882	-5.014	0.235
12.428	11.900	-5.003	0.240
12.527	12.914	-5.004	0.230
12.628	13.937	-5.022	0.217
12.728	14.951	-5.019	0.235
12.828	15.970	-5.004	0.244
12.928	16.987	-4.999	0.237
13.028	18.006	-5.016	0.230
13.128	19.022	-5.016	0.233
13.228	20.040	-5.006	0.245
13.328	21.055	-5.006	0.233
13.428	22.072	-5.013	0.221
13.528	23.092	-5.022	0.225
13.628	24.113	-4.999	0.244
13.728	25.128	-5.003	0.229
13.828	26.146	-5.015	0.223
13.928	27.162	-5.020	0.229
14.027	28.177	-5.007	0.243
14.128	29.197	-5.003	0.229
14.228	30.215	-5.022	0.214
14.328	31.231	-5.010	0.231
14.428	32.248	-4.998	0.241
14.528	33.266	-4.991	0.243
14.627	34.281	-5.017	0.210
14.728	35.299	-5.016	0.216
14.828	36.318	-5.006	0.209
14.928	37.335	-5.004	0.185
15.028	38.353	-4.857	0.149
15.128	39.371	-4.162	0.173
15.228	40.385	-4.022	0.225
15.328	41.403	-3.942	0.205
15.428	42.418	-3.920	0.172
15.528	43.437	-3.877	0.174
15.628	44.454	-3.830	0.172
15.728	45.471	-3.812	0.175
15.828	46.488	-3.854	0.144
15.928	47.505	-3.815	0.152
16.027	48.519	-3.835	0.155
16.128	49.540	-3.827	0.162
16.228	50.558	-3.867	0.128
16.327	51.573	-3.873	0.126
16.428	52.591	-3.868	0.124
16.528	53.607	-3.853	0.124
16.628	54.625	-3.846	0.111
16.727	55.641	-3.874	0.092
16.828	56.662	-3.849	0.107
16.928	57.678	-3.854	0.097
17.028	58.695	-3.851	0.069
17.128	59.714	-3.868	0.050
17.227	60.729	-3.873	0.052
17.328	61.747	-3.865	0.045
17.428	62.763	-3.867	0.028
17.528	63.782	-3.874	0.019
17.628	64.799	-3.855	0.016
17.728	65.816	-3.837	0.018
17.828	66.836	-3.826	-0.008
17.928	67.852	-3.834	-0.018
18.028	68.871	-3.810	-0.014
18.128	69.888	-3.808	-0.017
18.228	70.904	-3.781	-0.015
18.328	71.919	-3.787	-0.039
18.428	72.938	-3.765	-0.034
18.528	73.955	-3.754	-0.040
18.628	74.973	-3.747	-0.053
18.728	75.990	-3.757	-0.083
18.827	77.003	-3.744	-0.073
18.928	78.023	-3.719	-0.065
19.028	79.040	-3.713	-0.073
19.128	80.059	-3.712	-0.083
19.228	81.076	-3.722	-0.089
19.328	82.091	-3.702	-0.083
19.428	83.111	-3.696	-0.097
19.528	84.129	-3.700	-0.104
19.628	85.146	-3.683	-0.104
19.728	86.163	-3.672	-0.092
19.828	87.178	-3.657	-0.085
19.928	88.195	-3.655	-0.106
20.028	89.212	-3.662	-0.109
20.128	90.232	-3.639	-0.101
20.228	91.247	-3.634	-0.107
20.328	92.265	-3.632	-0.123
20.428	93.282	-3.635	-0.125
20.528	94.297	-3.612	-0.105
20.628	95.317	-3.600	-0.107
20.728	96.335	-3.597	-0.126
20.828	97.352	-3.607	-0.131
20.927	98.368	-3.594	-0.122
21.028	99.388	-3.587	-0.131
21.128	100.404	-3.571	-0.140
21.228	101.422	-3.580	-0.143
21.328	102.437	-3.556	-0.122
21.428	103.458	-3.539	-0.130
21.528	104.473	-3.542	-0.150
21.628	105.489	-3.542	-0.148
21.728	106.506	-3.536	-0.145
21.828	107.524	-3.511	-0.138
21.928	108.543	-3.519	-0.159
22.027	109.558	-3.518	-0.163
22.128	110.578	-3.508	-0.140
22.228	111.591	-3.487	-0.139
22.328	112.609	-3.486	-0.151
22.428	113.626	-3.505	-0.166
22.528	114.645	-3.493	-0.159
22.628	115.661	-3.465	-0.153
22.728	116.678	-3.457	-0.158
22.828	117.695	-3.462	-0.176
22.928	118.713	-3.455	-0.154
23.027	119.727	-3.427	-0.147
23.128	120.747	-3.427	-0.162
23.228	121.762	-3.431	-0.173
23.328	122.779	-3.432	-0.172
23.428	123.798	-3.404	-0.148
23.528	124.816	-3.401	-0.173
23.628	125.834	-3.409	-0.168
23.728	126.848	-3.399	-0.166
23.828	127.869	-3.378	-0.156
23.928	128.886	-3.372	-0.162
