TimeSec	Probe1mm	ConductivityP1V	TemperatureP1V
3.800	0.000	-4.837	0.056
3.900	0.101	-4.836	0.056
4.000	0.413	-4.833	0.044
4.100	0.923	-4.845	0.040
4.200	1.631	-4.842	0.057
4.300	2.540	-4.830	0.052
4.400	3.561	-4.823	0.052
4.500	4.578	-4.840	0.044
4.600	5.596	-4.849	0.042
4.700	6.608	-4.836	0.053
4.800	7.631	-4.827	0.048
4.900	8.649	-4.846	0.028
5.000	9.663	-4.853	0.032
5.101	10.682	-4.845	0.041
5.200	11.697	-4.820	0.051
5.300	12.716	-4.835	0.034
5.400	13.732	-4.857	0.033
5.500	14.749	-4.846	0.040
5.600	15.763	-4.835	0.054
5.700	16.780	-4.836	0.029
5.800	17.802	-4.855	0.033
5.900	18.816	-4.842	0.051
6.000	19.833	-4.829	0.051
6.100	20.850	-4.827	0.054
6.200	21.871	-4.860	0.025
6.300	22.889	-4.844	0.045
6.400	23.907	-4.844	0.050
6.500	24.922	-4.834	0.033
6.600	25.942	-4.850	0.014
6.700	26.960	-4.842	0.032
6.800	27.972	-4.827	0.043
6.901	28.994	-4.827	0.032
7.000	30.011	-4.850	0.014
7.100	31.028	-4.856	0.016
7.200	32.043	-4.825	0.022
7.300	33.062	-4.830	0.016
7.400	34.077	-4.851	-0.010
7.500	35.094	-3.128	-0.011
7.600	36.112	-2.757	-0.014
7.700	37.131	-2.739	-0.000
7.800	38.149	-2.751	-0.035
7.900	39.166	-2.747	-0.034
8.000	40.180	-2.727	-0.032
8.100	41.199	-2.701	-0.034
8.200	42.213	-2.700	-0.052
8.300	43.230	-2.694	-0.063
8.400	44.251	-2.655	-0.048
8.500	45.266	-2.639	-0.047
8.600	46.281	-2.631	-0.071
8.700	47.298	-2.642	-0.088
8.800	48.320	-2.628	-0.089
8.900	49.332	-2.607	-0.088
9.000	50.351	-2.600	-0.089
9.100	51.370	-2.610	-0.104
9.200	52.385	-2.601	-0.101
9.300	53.402	-2.582	-0.091
9.400	54.422	-2.575	-0.114
9.500	55.435	-2.596	-0.130
9.600	56.455	-2.587	-0.133
9.700	57.473	-2.571	-0.128
9.800	58.483	-2.541	-0.128
9.900	59.507	-2.565	-0.159
10.000	60.524	-2.546	-0.150
10.100	61.544	-2.535	-0.150
10.200	62.563	-2.510	-0.158
10.300	63.576	-2.532	-0.184
10.401	64.596	-2.533	-0.191
10.500	65.614	-2.513	-0.178
10.600	66.630	-2.498	-0.177
10.700	67.647	-2.493	-0.195
10.801	68.664	-2.511	-0.195
10.900	69.684	-2.489	-0.181
11.000	70.696	-2.479	-0.187
11.101	71.717	-2.490	-0.207
11.201	72.734	-2.499	-0.209
11.300	73.749	-2.484	-0.199
11.401	74.769	-2.463	-0.186
11.501	75.783	-2.462	-0.202
11.600	76.797	-2.468	-0.194
11.700	77.817	-2.466	-0.194
11.800	78.835	-2.447	-0.192
11.900	79.848	-2.448	-0.194
12.000	80.868	-2.472	-0.216
12.100	81.883	-2.449	-0.186
12.200	82.903	-2.440	-0.178
12.300	83.932	-2.417	-0.183
12.500	86.174	-2.439	-0.194
12.700	88.127	-2.438	-0.184
12.900	90.123	-2.433	-0.206
13.100	92.216	-2.387	-0.175
13.300	94.222	-2.411	-0.216
13.500	96.176	-2.382	-0.203
13.700	98.251	-2.382	-0.235
13.900	100.258	-2.360	-0.212
14.100	102.364	-2.371	-0.262
14.300	104.408	-2.348	-0.234
14.500	106.407	-2.341	-0.251
14.700	108.453	-2.326	-0.245
