TimeSec	Probe1mm	ConductivityP1V	TemperatureP1V
1242.422	218.143	-0.540	-0.193
1242.622	220.170	-0.564	-0.235
1242.822	222.235	-0.531	-0.204
1243.022	224.250	-0.540	-0.232
1243.222	226.254	-0.491	-0.199
1243.422	228.257	-0.524	-0.227
1243.622	230.328	-0.479	-0.206
1243.822	232.302	-0.498	-0.230
1243.922	233.473	-0.472	-0.223
1244.122	235.381	-0.469	-0.211
1244.322	237.525	-0.450	-0.211
1244.522	239.571	-0.450	-0.194
1244.722	241.514	-0.435	-0.224
1244.921	243.537	-0.447	-0.241
1245.122	245.608	-0.433	-0.223
1245.322	247.698	-0.407	-0.202
1245.522	249.712	-0.414	-0.229
1245.722	251.739	-0.411	-0.218
1245.922	253.794	-0.387	-0.203
1246.122	255.814	-0.392	-0.222
1246.322	257.836	-0.390	-0.220
1246.522	259.862	-0.375	-0.219
1246.722	261.834	-0.345	-0.211
1246.921	263.947	-0.351	-0.230
1247.122	265.895	-0.329	-0.233
1247.222	267.043	-0.342	-0.233
1247.422	268.927	-0.330	-0.224
1247.622	271.046	-0.307	-0.216
1247.822	273.031	-0.329	-0.239
1248.022	275.046	-0.300	-0.234
1248.222	277.169	-0.295	-0.232
1248.422	279.283	-0.299	-0.258
1248.622	281.285	-0.282	-0.235
1248.822	283.207	-0.260	-0.237
1249.022	285.252	-0.249	-0.246
1249.222	287.282	-0.246	-0.248
1249.422	289.278	-0.240	-0.262
1249.622	291.391	-0.224	-0.251
1249.822	293.383	-0.230	-0.273
1250.022	295.554	-0.203	-0.259
1250.222	297.421	-0.214	-0.281
1250.422	299.554	-0.182	-0.259
1250.622	301.578	-0.197	-0.286
1250.822	303.563	-0.185	-0.257
1251.021	305.575	-0.166	-0.249
1251.222	307.610	-0.170	-0.291
1251.422	309.723	-0.136	-0.256
1251.622	311.730	-0.139	-0.288
1251.822	313.733	-0.120	-0.268
1252.022	315.718	-0.129	-0.295
1252.222	317.908	-0.102	-0.279
1252.422	319.897	-0.097	-0.287
1252.622	321.852	-0.079	-0.266
1252.822	323.880	-0.082	-0.277
1253.022	325.998	-0.066	-0.267
1253.222	328.121	-0.059	-0.267
1253.422	330.122	-0.042	-0.278
1253.622	332.087	-0.033	-0.262
1253.822	334.164	-0.010	-0.272
1254.022	336.144	-0.013	-0.262
1254.222	338.096	0.007	-0.258
1254.422	340.193	-0.019	-0.272
